ts,family,name,window,exec_model,tc_bps,leverage_cap,params_json,mean_monthly,median_monthly,sharpe,sortino,max_drawdown,calmar,cagr,ann_vol,worst_month,hit_rate,turnover_ann,avg_gross,runtime_s,notes,ep_2018Q4_ret,ep_2018Q4_dd,ep_covid_ret,ep_covid_dd,ep_2022_ret,ep_2022_dd,ep_2026Q1_ret,ep_2026Q1_dd
2026-06-11T11:33:34,baseline,combo_v2_2x_corrected[dev],dev,next_open,5.0,2.0,"{""leverage"": 2.0}",0.045546739999310346,0.035510389101651496,1.0440033129817838,1.2667541933279396,-0.6019153206391645,0.8580186751301543,0.516454585955358,0.5416237353163014,-0.33521822613542784,0.6375,14.141159725477893,1.618903825373896,0.23,corrected-engine reference champion,-0.43284424054833903,-0.5055166986123909,-0.4838122239819703,-0.6019153206391645,0.08030365542394446,-0.43604490388575223,,
2026-06-11T11:33:35,baseline,combo_v2_2x_corrected[full],full,next_open,5.0,2.0,"{""leverage"": 2.0}",0.052207632894468656,0.04080588051235101,1.1404418365909104,1.4140213798402346,-0.6019153206391645,1.0266539167903612,0.6179587215103244,0.5652807036484884,-0.33521822613542784,0.6470588235294118,15.115970772012059,1.7152688721978495,0.26,corrected-engine reference champion,-0.43284424054833903,-0.5055166986123909,-0.4838122239819703,-0.6019153206391645,0.08030365542394446,-0.43604490388575223,0.19981083381648657,-0.2719876865413071
