ts,family,name,window,exec_model,tc_bps,leverage_cap,params_json,mean_monthly,median_monthly,sharpe,sortino,max_drawdown,calmar,cagr,ann_vol,worst_month,hit_rate,turnover_ann,avg_gross,runtime_s,notes,ep_2018Q4_ret,ep_2018Q4_dd,ep_covid_ret,ep_covid_dd,ep_2022_ret,ep_2022_dd,ep_2026Q1_ret,ep_2026Q1_dd
2026-06-11T21:56:04,ML_stage1,I2_S1_01_Arank_L1_diagI2,dev,next_open,5,2.0,"{""arch"": ""A_rank"", ""label"": ""L1"", ""pool"": 80, ""weighting"": ""EW"", ""hp"": ""HP_S"", ""grid"": 5, ""monotone"": false, ""exp_id"": ""S1_01_Arank_L1_diagI2""}",0.04811454766212355,0.040326241118269546,1.0946312842033028,1.3156303850609277,-0.633624322876555,0.8705312469608486,0.5515897718984508,0.5336654206046434,-0.3321787545467313,0.625,13.770008585859879,1.5736363356619618,0.13,G1 FAIL (diagnostic portfolio run),-0.40845047642531074,-0.4820265269233982,-0.5009919815089074,-0.633624322876555,-0.053197111992328905,-0.46357057478236974,,
2026-06-11T21:56:05,ML_stage1,I2_S1_05_Bcls_L1_diagI2,dev,next_open,5,2.0,"{""arch"": ""B_cls"", ""label"": ""L1"", ""pool"": 80, ""weighting"": ""EW"", ""hp"": ""HP_S"", ""grid"": 5, ""monotone"": false, ""exp_id"": ""S1_05_Bcls_L1_diagI2""}",0.0423143761367535,0.03412535513234516,1.029669804643507,1.2433387827320002,-0.5964075401119358,0.8008426553854109,0.4776285981151236,0.5048672797534097,-0.32687836149478133,0.6375,15.131461103920474,1.573636335661962,0.15,G1 FAIL (diagnostic portfolio run),-0.4140104382841028,-0.48475504988657514,-0.48209011557018466,-0.5964075401119358,-0.0624186201486463,-0.4229191462965035,,
2026-06-11T23:09:03,ML_stage1,I2_R2_Arank_L4,dev,next_open,5,2.0,"{""arch"": ""A_rank"", ""label"": ""L4"", ""pool"": 80, ""weighting"": ""EW"", ""hp"": ""HP_S"", ""grid"": 5, ""monotone"": false, ""fset"": ""F1"", ""exp_id"": ""R2_Arank_L4"", ""added_cell"": true}",0.04496930146607832,0.037795440496459554,1.0271855708743967,1.2347014655137414,-0.6242310929939439,0.8010457440109011,0.5000376603220718,0.5381439584920421,-0.33558066310014834,0.6125,13.405756591923764,1.5736363356619618,0.17,ML-2 ADDED CELL: G1-fail diagnostic portfolio run,-0.41047589857122213,-0.4826533490844671,-0.48895705152598523,-0.6242310929939439,-0.06429136112864131,-0.45763092824343177,,
2026-06-11T23:09:06,ML_stage1,I2_R4_Arank_L1_p120,dev,next_open,5,2.0,"{""arch"": ""A_rank"", ""label"": ""L1"", ""pool"": 120, ""weighting"": ""EW"", ""hp"": ""HP_S"", ""grid"": 5, ""monotone"": false, ""fset"": ""F1"", ""exp_id"": ""R4_Arank_L1_p120"", ""added_cell"": true}",0.04836954836836663,0.03283166410188698,1.0918116615847202,1.3251610074270284,-0.614167829279083,0.8992047522113608,0.5522626307430871,0.5368029194980952,-0.33715808921922774,0.625,13.831227092552712,1.5736363356619618,0.12,ML-2 ADDED CELL: G1-fail diagnostic portfolio run,-0.4265349943843837,-0.49934705063962836,-0.4812467117087429,-0.614167829279083,-0.11392152962506752,-0.45426463626373403,,
