ts,family,name,window,exec_model,tc_bps,leverage_cap,params_json,mean_monthly,median_monthly,sharpe,sortino,max_drawdown,calmar,cagr,ann_vol,worst_month,hit_rate,turnover_ann,avg_gross,runtime_s,notes,ep_2018Q4_ret,ep_2018Q4_dd,ep_covid_ret,ep_covid_dd,ep_2022_ret,ep_2022_dd,ep_2026Q1_ret,ep_2026Q1_dd
2026-06-11T11:43:58,E2_alloc,e2_invvol_lb63_f10,dev,next_open,5.0,2.0,"{""method"": ""invvol"", ""lookback"": 63, ""floor"": 0.1}",0.043764468938865,0.03246081983699489,1.0199319650222223,1.2352194621044086,-0.6026039068970332,0.8165131512976697,0.49203401500478416,0.5347963092519347,-0.33330798667031936,0.6375,14.316794501805475,1.6030713616220988,0.17,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.42745544353386655,-0.4984442301512222,-0.48777920322695045,-0.6026039068970332,0.10633193985337708,-0.4178174383854143,,
2026-06-11T11:43:58,E2_alloc,e2_invvol_lb126_f10,dev,next_open,5.0,2.0,"{""method"": ""invvol"", ""lookback"": 126, ""floor"": 0.1}",0.044010908498504246,0.03455531046304838,1.0220275210846665,1.236721943560939,-0.5984663794216445,0.8272960477365106,0.49510887039870544,0.5368362615785185,-0.3324420812182183,0.6375,14.248672550865962,1.6096145378496263,0.14,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.4277430258437094,-0.49862383098883056,-0.4820379706554657,-0.5984663794216445,0.08246086554516618,-0.4290438328497457,,
2026-06-11T11:43:58,E2_alloc,e2_sharpe_softmax_lb126_f10,dev,next_open,5.0,2.0,"{""method"": ""sharpe_softmax"", ""lookback"": 126, ""floor"": 0.1, ""tau"": 1.0}",0.04608127561405819,0.02891455408999466,1.0659485660048096,1.321056940500836,-0.5400004866277619,0.9759494727280487,0.5270131901972539,0.5314856442740855,-0.33923474747842153,0.6375,14.282982520936855,1.6156310862072698,0.15,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.4416255585201915,-0.518001514808685,-0.42381737557392596,-0.5400004866277619,0.04628094551328554,-0.45061696401494067,,
2026-06-11T11:43:58,E2_alloc,e2_sharpe_rank_lb126_f10,dev,next_open,5.0,2.0,"{""method"": ""sharpe_rank"", ""lookback"": 126, ""floor"": 0.1, ""tau"": 1.0}",0.045706235053690605,0.02799190511732519,1.0423369541635101,1.2771719894856048,-0.5650652335097319,0.9109221484952488,0.5147304365486545,0.5407971491076045,-0.34148411435399895,0.6375,14.29034589538032,1.61741049826579,0.14,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.4512413339417275,-0.5294642160628581,-0.44128142945182414,-0.5650652335097319,0.006079338081294683,-0.46983980950600335,,
2026-06-11T11:43:59,E2_alloc,e2_sharpe_wtm_lb126_f10,dev,next_open,5.0,2.0,"{""method"": ""sharpe_wtm"", ""lookback"": 126, ""floor"": 0.1, ""tau"": 1.0}",0.045578502572170804,0.03268624598687997,1.0371588328878416,1.2774303363075246,-0.5631491181221435,0.9061571050416047,0.5103015745842943,0.5403492303177876,-0.3450414979963605,0.6375,14.61798322616556,1.615712299875543,0.14,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.46215099024427375,-0.5429598592476526,-0.4145382560095262,-0.5398557279008701,-0.029196163876108572,-0.4836161839414327,,
2026-06-11T11:43:59,E2_alloc,e2_sharpe_softmax_lb252_f10,dev,next_open,5.0,2.0,"{""method"": ""sharpe_softmax"", ""lookback"": 252, ""floor"": 0.1, ""tau"": 1.0}",0.04381981080982347,0.03132680762862705,1.0119741344653068,1.2353867465606705,-0.5878688824965017,0.8301619935655049,0.4880264034484214,0.538006093197918,-0.3445085266920005,0.625,14.22459435407486,1.616136212091895,0.14,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.441615246163211,-0.5152595068474854,-0.4697687836904897,-0.5878688824965017,0.06925339614535808,-0.4388385566446129,,
2026-06-11T11:43:59,E2_alloc,e2_sharpe_rank_lb252_f10,dev,next_open,5.0,2.0,"{""method"": ""sharpe_rank"", ""lookback"": 252, ""floor"": 0.1, ""tau"": 1.0}",0.04291685941464377,0.029166160843734024,0.9962044339306083,1.224227752440862,-0.5754459135059699,0.8225391199399551,0.47332677526824396,0.5344947219708007,-0.34526525669636954,0.625,14.45024159394273,1.6131407952794918,0.14,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.4406389569741618,-0.5147980862449697,-0.4546164836614902,-0.5754459135059699,0.04896404094219253,-0.43731521347235547,,
2026-06-11T11:43:59,E2_alloc,e2_sharpe_wtm_lb252_f10,dev,next_open,5.0,2.0,"{""method"": ""sharpe_wtm"", ""lookback"": 252, ""floor"": 0.1, ""tau"": 1.0}",0.04145737242054462,0.02858001558491663,0.9670063542528897,1.1968675706777356,-0.55900471299619,0.8030851241732071,0.4489283693499533,0.5316643971715344,-0.35182033370031207,0.625,14.822014524249035,1.6125356649698313,0.14,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.44363290120451226,-0.5175096173024565,-0.4389023498151715,-0.55900471299619,0.030489668598789654,-0.4441378546352549,,
2026-06-11T11:44:00,E2_alloc,e2_erc_lb60_f10,dev,next_open,5.0,2.0,"{""method"": ""erc"", ""lookback"": 60, ""floor"": 0.1}",0.043836750556799885,0.032395661454695746,1.0222407243278766,1.2389186668470875,-0.6008504989190702,0.820793858861882,0.4931743996068707,0.5337802675146835,-0.33376308348900496,0.6375,14.355823698056206,1.6025342322697838,0.14,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.4276691128278268,-0.49863361022518216,-0.4863084019261782,-0.6008504989190702,0.10470513774210732,-0.4188877951711564,,
2026-06-11T11:44:00,E2_alloc,e2_invvol_lb63_f20,dev,next_open,5.0,2.0,"{""method"": ""invvol"", ""lookback"": 63, ""floor"": 0.2}",0.043764468938865,0.03246081983699489,1.0199319650222223,1.2352194621044086,-0.6026039068970332,0.8165131512976697,0.49203401500478416,0.5347963092519347,-0.33330798667031936,0.6375,14.316794501805475,1.6030713616220988,0.13,"dynamic sleeve allocation, 1/3 fallback pre-burn-in",-0.42745544353386655,-0.4984442301512222,-0.48777920322695045,-0.6026039068970332,0.10633193985337708,-0.4178174383854143,,
