ts,family,name,window,exec_model,tc_bps,leverage_cap,params_json,mean_monthly,median_monthly,sharpe,sortino,max_drawdown,calmar,cagr,ann_vol,worst_month,hit_rate,turnover_ann,avg_gross,runtime_s,notes,margin_bps,ep_2018Q4_ret,ep_2018Q4_dd,ep_covid_ret,ep_covid_dd,ep_2022_ret,ep_2022_dd,ep_2026Q1_ret,ep_2026Q1_dd
2026-07-18T13:47:23,regime_vixterm,vixterm_base_2x,dev,next_open,5.0,2.0,"{""gate"": null, ""lev"": 2.0, ""sleeves"": ""xs30+dual30+adapt30"", ""margin_bps_annual"": 600.0}",0.041681483826966056,0.03186612521930776,0.9630570299844884,1.3394257035342798,-0.6032436999238027,0.7483592574939588,0.45144300736288545,0.5416034588609866,-0.3388696337124123,0.6125,14.141159725477893,1.618903825373896,0.21,"anchor: ungated combo_v2 blend, daily-expanded; must reproduce catalog_v2 combo_v2_2x dev (margin600)",600.0,-0.4394117298292848,-0.5109424503520585,-0.4866589220866421,-0.6032436999238027,0.02805064921402689,-0.43779725928322666,,
2026-07-18T13:47:23,regime_vixterm,vixterm_thr0.95_m0,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 0.95, ""mult"": 0.0, ""lev"": 2.0, ""frac_active_dev"": 0.2258, ""margin_bps_annual"": 600.0}",0.02171464315616986,0.014177891588603386,0.6651472701582607,0.91077592208889,-0.5526966432826663,0.3797113012332854,0.20986516160813018,0.42114800420859827,-0.27348423723116433,0.575,51.34290427708601,1.2633355405843436,0.13,backwardation gate s>0.95 -> 0x; active 22.6% of dev days,600.0,-0.397313318093937,-0.4196644559553482,-0.12026967647235198,-0.13788553527205794,-0.3033095901120192,-0.5041708781310105,,
2026-07-18T13:47:23,regime_vixterm,vixterm_thr0.95_m0.3,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 0.95, ""mult"": 0.3, ""lev"": 2.0, ""frac_active_dev"": 0.2258, ""margin_bps_annual"": 600.0}",0.02810492567883277,0.020301050784945374,0.8234776198836452,1.1328546481393573,-0.5277549232235816,0.5675381012121962,0.2995210270316999,0.433526546034481,-0.2896055467051867,0.575,39.49021175867032,1.3730630513004567,0.13,backwardation gate s>0.95 -> 0.3x; active 22.6% of dev days,600.0,-0.40301392401411096,-0.4277432683277256,-0.2240782780223285,-0.28859387775687806,-0.1986770873271334,-0.4760477573006008,,
2026-07-18T13:47:23,regime_vixterm,vixterm_thr0.95_m0.5,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 0.95, ""mult"": 0.5, ""lev"": 2.0, ""frac_active_dev"": 0.2258, ""margin_bps_annual"": 600.0}",0.03229974119457639,0.021027973249750143,0.8960329411216764,1.2384070814121912,-0.5138376212405926,0.6890967423128778,0.35408383087469075,0.4552619902827532,-0.3017146242622769,0.575,31.614590216665707,1.4462147251111988,0.13,backwardation gate s>0.95 -> 0.5x; active 22.6% of dev days,600.0,-0.4094372851397041,-0.44932719949000777,-0.2976813112615443,-0.3896386379955783,-0.1283134343818254,-0.4579087113763207,,
2026-07-18T13:47:23,regime_vixterm,vixterm_thr1_m0,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 1.0, ""mult"": 0.0, ""lev"": 2.0, ""frac_active_dev"": 0.1454, ""margin_bps_annual"": 600.0}",0.028431503056084457,0.018629237114575203,0.792133950570496,1.0995728138773284,-0.5434354210994656,0.5290214170844783,0.28748897656393946,0.44537540403846293,-0.3433620623306233,0.6,44.89273073307632,1.3888992275171088,0.16,backwardation gate s>1 -> 0x; active 14.5% of dev days,600.0,-0.515938680252612,-0.5226735394050077,-0.1202696764723521,-0.13788553527205794,-0.33416612175613036,-0.4570724997914116,,
2026-07-18T13:47:23,regime_vixterm,vixterm_thr1_m0.3,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 1.0, ""mult"": 0.3, ""lev"": 2.0, ""frac_active_dev"": 0.1454, ""margin_bps_annual"": 600.0}",0.03291124057176583,0.02570814988181913,0.893910432744961,1.2430023273656108,-0.5313242063622057,0.6638156890761456,0.35270134416916377,0.45480378056825055,-0.338409855544495,0.6125,35.1290122154202,1.4598994310951914,0.15,backwardation gate s>1 -> 0.3x; active 14.5% of dev days,600.0,-0.488837353265987,-0.5100115775901783,-0.22407827802232827,-0.28859387775687817,-0.22369997878834824,-0.4270609480535238,,
2026-07-18T13:47:24,regime_vixterm,vixterm_thr1_m0.5,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 1.0, ""mult"": 0.5, ""lev"": 2.0, ""frac_active_dev"": 0.1454, ""margin_bps_annual"": 600.0}",0.03573463965598962,0.027763359377349084,0.9373179600827668,1.3043460777908322,-0.5290915207550575,0.7382149980245832,0.3905832959490185,0.4717486556229479,-0.3365188505784591,0.6,28.646385772324972,1.5072329001472462,0.14,backwardation gate s>1 -> 0.5x; active 14.5% of dev days,600.0,-0.4720142467443683,-0.5076773625245949,-0.2976813112615444,-0.3896386379955782,-0.14530215976771477,-0.4229465813164417,,
2026-07-18T13:47:24,regime_vixterm,vixterm_thr1.05_m0,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 1.05, ""mult"": 0.0, ""lev"": 2.0, ""frac_active_dev"": 0.0954, ""margin_bps_annual"": 600.0}",0.03503336820408688,0.025917151901504676,0.9310524593443908,1.301369173272442,-0.554629663542398,0.6828395186218399,0.37872305246668403,0.4594876258106794,-0.31892204205965025,0.6,37.50614498443712,1.4542947718759536,0.14,backwardation gate s>1.05 -> 0x; active 9.5% of dev days,600.0,-0.48353307800107537,-0.49071880393007405,-0.03536935863334856,-0.13788553527205794,0.027357500483169428,-0.44791051955492045,,
2026-07-18T13:47:24,regime_vixterm,vixterm_thr1.05_m0.3,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 1.05, ""mult"": 0.3, ""lev"": 2.0, ""frac_active_dev"": 0.0954, ""margin_bps_annual"": 600.0}",0.0375459412176626,0.027971589304326305,0.9806150968812422,1.3709469445266356,-0.5291563209601405,0.7873898709734456,0.4166523272855882,0.4680603568610273,-0.3211832547151683,0.6,30.12105902130507,1.5050296337219269,0.13,backwardation gate s>1.05 -> 0.3x; active 9.5% of dev days,600.0,-0.4652529549488462,-0.4874041312152597,-0.17294405093899523,-0.28859387775687795,0.040437177116835255,-0.4372012269016341,,
2026-07-18T13:47:24,regime_vixterm,vixterm_thr1.05_m0.5,dev,next_open,5.0,2.0,"{""gate"": ""vix9d_over_vix3m"", ""threshold"": 1.05, ""mult"": 0.5, ""lev"": 2.0, ""frac_active_dev"": 0.0954, ""margin_bps_annual"": 600.0}",0.03905585442130488,0.02940567812684125,0.9945600385829323,1.389677389934964,-0.5137797765506819,0.8492080756518477,0.43630593535344087,0.48224920297674356,-0.32420700729367813,0.5875,25.222888702842578,1.5388528749525752,0.13,backwardation gate s>1.05 -> 0.5x; active 9.5% of dev days,600.0,-0.45484661618828337,-0.49166932991678525,-0.26515695225216307,-0.3896386379955783,0.04565698968513532,-0.4307292684243361,,
