ts,family,name,window,exec_model,tc_bps,leverage_cap,params_json,mean_monthly,median_monthly,sharpe,sortino,max_drawdown,calmar,cagr,ann_vol,worst_month,hit_rate,turnover_ann,avg_gross,runtime_s,notes,margin_bps,ep_2018Q4_ret,ep_2018Q4_dd,ep_covid_ret,ep_covid_dd,ep_2022_ret,ep_2022_dd,ep_2026Q1_ret,ep_2026Q1_dd
2026-07-18T13:45:40,ASM_rescore600,ASM_Bst_BTF1,dev,tier_loop_cc,5.0,2.0,"{""base"": ""E3 resid ms_raw replxs (res+dual+adapt n30)"", ""alloc"": ""static 1/3"", ""overlay"": ""book(0.12,0.30,60) + tier(P-0.08,2d,phi0) + freeze dd_v1"", ""tier"": true, ""freeze_dd_v1"": true, ""leverage"": 2.0, ""tc_bps"": 5.0, ""exec"": ""tier_loop_cc"", ""added_cell"": true, ""margin_bps_annual"": 600.0}",0.03963876893746916,0.020474877452964946,1.1631679964965143,1.635995105994045,-0.42097091136318787,1.1006602123870939,0.46334593270979485,0.3950987743278061,-0.2747619066746265,0.5875,20.839147757262182,1.4144841253676135,,"R6 margin re-score of the R2 selection (DECISION_RULE.md sha256=fe482f8ee65d674d..); margin drag replicated post-loop on gross_held (engine_v2 convention); doubles as CRASH1 comparator; events={'tier1': 14, 'tier2': 0, 'tier3': 0}",600.0,-0.39592770309472847,-0.39592770309472847,-0.20428900189748955,-0.20428900189748955,-0.16676013800567902,-0.32681509222024674,,
2026-07-18T13:45:42,ASM_rescore600,combo_v2_2x,dev,next_open,5.0,2.0,"{""lev"": 2.0, ""source"": ""run_v6"", ""role"": ""champion dev context row (DECISION_RULE R6)"", ""margin_bps_annual"": 600.0}",0.041681483826966056,0.03186612521930776,0.9630570299844884,1.3394257035342798,-0.6032436999238027,0.7483592574939588,0.45144300736288545,0.5416034588609866,-0.3388696337124123,0.6125,14.141159725477893,1.618903825373896,0.14,context row per DECISION_RULE.md R6 (sha256=fe482f8ee65d674d..); expect ~= catalog_v2 dev margin600 row,600.0,-0.4394117298292848,-0.5109424503520585,-0.4866589220866421,-0.6032436999238027,0.02805064921402689,-0.43779725928322666,,
