ts,family,name,window,exec_model,tc_bps,leverage_cap,params_json,mean_monthly,median_monthly,sharpe,sortino,max_drawdown,calmar,cagr,ann_vol,worst_month,hit_rate,turnover_ann,avg_gross,runtime_s,notes,margin_bps,ep_2018Q4_ret,ep_2018Q4_dd,ep_covid_ret,ep_covid_dd,ep_2022_ret,ep_2022_dd,ep_2026Q1_ret,ep_2026Q1_dd
2026-07-16T02:30:01,pit,combo_v2_baseline_1x,full,next_open,5.0,2.0,"{""universe"": ""baseline"", ""lev"": 1.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.028231638950939757,0.022102415425760302,1.1497842860628307,1.6154197545536857,-0.34856681636287146,0.9956347107246121,0.3470452213776465,0.2988473443495374,-0.17766732497333593,0.6470588235294118,8.21395417831691,0.9161535443791795,0.19,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.23487952566361314,-0.2865600490372604,-0.2504215898754234,-0.34856681636287146,0.07271160000229604,-0.24314601240739908,0.14024743766817704,-0.16397360319419574
2026-07-16T02:30:01,pit,combo_v2_baseline_1x,dev,next_open,5.0,2.0,"{""universe"": ""baseline"", ""lev"": 1.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.024073199260462867,0.018869286596894685,1.0346825833384643,1.4478571644284077,-0.34856681636287146,0.8265846705752593,0.288119987076771,0.2840054330895536,-0.17766732497333593,0.6375,7.585391148792473,0.8546214208194192,0.14,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.23487952566361314,-0.2865600490372604,-0.2504215898754234,-0.34856681636287146,0.07271160000229604,-0.24314601240739908,,
2026-07-16T02:30:01,pit,combo_v2_baseline_1.5x,full,next_open,5.0,2.0,"{""universe"": ""baseline"", ""lev"": 1.5, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.04001310280684481,0.029639259485675584,1.1001932007150466,1.5423096696847736,-0.4869847379641623,0.9814283398375024,0.47794062290636896,0.44826600491181745,-0.2610227298656558,0.6470588235294118,12.320931267475368,1.374230316568769,0.18,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.34189876097622474,-0.40667892685841955,-0.37230405130556976,-0.4869847379641623,0.043669163990654125,-0.34612099126177953,0.18567328063687305,-0.24116662438197367
2026-07-16T02:30:01,pit,combo_v2_baseline_1.5x,dev,next_open,5.0,2.0,"{""universe"": ""baseline"", ""lev"": 1.5, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.033837434141687946,0.02523840493360774,0.9870387923111994,1.3781681723019559,-0.4869847379641623,0.799102942774958,0.3891509371936539,0.42599938916084296,-0.2610227298656558,0.6375,11.37808672318871,1.2819321312291287,0.14,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.34189876097622474,-0.40667892685841955,-0.37230405130556976,-0.4869847379641623,0.043669163990654125,-0.34612099126177953,,
2026-07-16T02:30:01,pit,combo_v2_baseline_2x,full,next_open,5.0,2.0,"{""universe"": ""baseline"", ""lev"": 2.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.048026519677106014,0.036762944512203966,1.0564821513903304,1.4722860970466731,-0.6032436999238027,0.9004326525021653,0.5431803248276099,0.5652689121100757,-0.3388696337124123,0.6218487394957983,15.115970772012059,1.7152688721978495,0.17,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.4394117298292848,-0.5109424503520585,-0.4866589220866421,-0.6032436999238027,0.02805064921402689,-0.43779725928322666,0.18451901840449803,-0.27308669181330225
2026-07-16T02:30:01,pit,combo_v2_baseline_2x,dev,next_open,5.0,2.0,"{""universe"": ""baseline"", ""lev"": 2.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.041681483826966056,0.03186612521930776,0.9630570299844884,1.3394257035342798,-0.6032436999238027,0.7483592574939588,0.45144300736288545,0.5416034588609866,-0.3388696337124123,0.6125,14.141159725477893,1.618903825373896,0.15,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.4394117298292848,-0.5109424503520585,-0.4866589220866421,-0.6032436999238027,0.02805064921402689,-0.43779725928322666,,
2026-07-16T02:30:02,pit,combo_v2_pit_cache_only_1x,full,next_open,5.0,2.0,"{""universe"": ""pit_cache_only"", ""lev"": 1.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.010477679442818121,0.00977003500910456,0.6395357404548079,0.8786683895988475,-0.3219692275664633,0.3624670846095665,0.11670324725001002,0.20645457036230114,-0.11700303717719929,0.5798319327731093,8.566264033755635,0.9166003184713376,0.17,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.16079414637263478,-0.2076974446111225,-0.21885128561495892,-0.3219692275664633,-0.03998944867681653,-0.1624577275992669,0.039466579708676175,-0.08584784095299258
2026-07-16T02:30:02,pit,combo_v2_pit_cache_only_1x,dev,next_open,5.0,2.0,"{""universe"": ""pit_cache_only"", ""lev"": 1.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.009139861581093017,0.008482397166123645,0.575798556667136,0.7897846212012206,-0.3219692275664633,0.31235637993346715,0.10056914237263515,0.2020655130641415,-0.11700303717719929,0.575,7.888451009771178,0.8552812071330589,0.14,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.16079414637263478,-0.2076974446111225,-0.21885128561495892,-0.3219692275664633,-0.03998944867681653,-0.1624577275992669,,
2026-07-16T02:30:02,pit,combo_v2_pit_cache_only_1.5x,full,next_open,5.0,2.0,"{""universe"": ""pit_cache_only"", ""lev"": 1.5, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.013417859444833006,0.011585884640911814,0.5676028107951243,0.7774555288377847,-0.4527857612721329,0.2995398933267915,0.13562739863134476,0.3096824500940752,-0.18999140227664812,0.5546218487394958,12.849396050633453,1.3749004777070064,0.18,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.23992611308510792,-0.30211694295501523,-0.32872706662771567,-0.4527857612721329,-0.09752324055038686,-0.24793377539940264,0.045904221473112905,-0.1275653394319245
2026-07-16T02:30:02,pit,combo_v2_pit_cache_only_1.5x,dev,next_open,5.0,2.0,"{""universe"": ""pit_cache_only"", ""lev"": 1.5, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.011508639859162156,0.01011753271617355,0.5086145243532763,0.6956559739958891,-0.4527857612721329,0.2515236707284899,0.11388633672876058,0.30309563116678817,-0.18999140227664812,0.55,11.832676514656766,1.2829218106995885,0.14,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.23992611308510792,-0.30211694295501523,-0.32872706662771567,-0.4527857612721329,-0.09752324055038686,-0.24793377539940264,,
2026-07-16T02:30:02,pit,combo_v2_pit_cache_only_2x,full,next_open,5.0,2.0,"{""universe"": ""pit_cache_only"", ""lev"": 2.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.015383651970552052,0.014323485541217096,0.5287266770892562,0.7216010891608026,-0.5646998281856886,0.2446653042337827,0.13816245526381632,0.3929327423808237,-0.2692971184383197,0.5546218487394958,15.771542296543117,1.7161624203821657,0.18,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.3157082494419947,-0.38860327205998313,-0.4342743393075057,-0.5646998281856886,-0.13710857344453442,-0.3308455624738459,0.029529126797844807,-0.1679513751137136
2026-07-16T02:30:02,pit,combo_v2_pit_cache_only_2x,dev,next_open,5.0,2.0,"{""universe"": ""pit_cache_only"", ""lev"": 2.0, ""n_long"": 30, ""sleeves"": ""xs30+dual30+adapt30"", ""source"": ""exp_pit_survivorship"", ""margin_bps_annual"": 600.0}",0.013467056466606859,0.013392418799070827,0.4814143065891534,0.6574510220668978,-0.5646998281856886,0.20731546153150734,0.11707100550707894,0.3889328134751903,-0.2692971184383197,0.55,14.695304486417982,1.6202233980011758,0.14,pit-correction exception (exp_rescore precedent); survivorship bound measurement,600.0,-0.3157082494419947,-0.38860327205998313,-0.4342743393075057,-0.5646998281856886,-0.13710857344453442,-0.3308455624738459,,
