ts,family,name,window,exec_model,tc_bps,leverage_cap,params_json,mean_monthly,median_monthly,sharpe,sortino,max_drawdown,calmar,cagr,ann_vol,worst_month,hit_rate,turnover_ann,avg_gross,runtime_s,notes,margin_bps,ep_2018Q4_ret,ep_2018Q4_dd,ep_covid_ret,ep_covid_dd,ep_2022_ret,ep_2022_dd,ep_2026Q1_ret,ep_2026Q1_dd,geo_monthly,dsr
2026-07-14T14:16:47,catalog_v2,FINAL_3pct_lev_1.5x,dev,next_open,5.0,2.0,"{""lev"": 1.5, ""source"": ""run_final"", ""tc_bps"": 5.0, ""leverage_cap"": 2.0, ""margin_bps_annual"": 600.0}",0.0213018215536032,0.0179992293766404,0.9279651530139243,1.2802547867887424,-0.3376832258952886,0.7293751261621836,0.2462977454902293,0.2798371594378397,-0.23648466357627,0.6625,10.046240550116778,1.041290869894376,0.15,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2956785523356524,-0.3167180394245039,-0.2570790163309608,-0.2982507105367894,-0.0093835988645935,-0.181821034325422,,,0.01851747359271494,0.9133942255266823
2026-07-14T14:16:52,catalog_v2,adaptive_voltarget_momentum,dev,next_open,5.0,2.0,"{""n_long"": 30, ""source"": ""run_v5"", ""tc_bps"": 5.0, ""leverage_cap"": 2.0, ""margin_bps_annual"": 600.0}",0.0206197595350871,0.0074215087273682,0.8989664390935492,1.2715798301700472,-0.3463809155451838,0.7034630293008963,0.2436661681414329,0.2894049552241609,-0.1659547617724064,0.55,8.428789923918234,0.8139329805996472,0.16,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2136461641068338,-0.2494414013417644,-0.1502078985842457,-0.2253328084498915,0.0372530137804421,-0.192353365477192,,,0.01833808193917763,0.9065242920720049
2026-07-14T14:16:42,catalog_v2,combo_4way_1.5x,dev,next_open,5.0,2.5,"{""lev"": 1.5, ""source"": ""run_v3"", ""tc_bps"": 5.0, ""leverage_cap"": 2.5, ""margin_bps_annual"": 600.0}",0.01982374749907,0.0208726648317799,0.8772839668215202,1.2124475272047328,-0.3297672807386828,0.6777436492108107,0.2234976802381607,0.2726449804868892,-0.2338223154798473,0.65,17.52135994173374,1.1486317451322952,0.16,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2931890172792744,-0.3134244559674276,-0.2414412934958221,-0.279311337868862,-0.1642140702214719,-0.2288605850793917,,,0.016951549841592195,0.9142196742528963
2026-07-14T14:16:46,catalog_v2,FINAL_3pct_lev_1.3x,dev,next_open,5.0,2.0,"{""lev"": 1.3, ""source"": ""run_final"", ""tc_bps"": 5.0, ""leverage_cap"": 2.0, ""margin_bps_annual"": 600.0}",0.0188932416398132,0.0160914808773504,0.9452696603935548,1.3052386646660563,-0.297736393996161,0.7420055953279683,0.220922070277924,0.2425262186245489,-0.2068038578472182,0.6625,8.706741810101208,0.9024520872417928,0.16,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2596677406308438,-0.2788959530420031,-0.224880534602031,-0.2623862828953683,0.0001700005936604,-0.1581777505861926,,,0.016772977023793656,0.9218122822268979
2026-07-14T14:16:34,catalog_v2,regime_gated_momentum,dev,next_open,5.0,1.0,"{""source"": ""run_ensembles"", ""tc_bps"": 5.0, ""leverage_cap"": 1.0, ""margin_bps_annual"": 600.0}",0.0185252732657513,0.0094098417916022,0.8216157775645676,1.1452397455401675,-0.4262382168093906,0.5016548589911297,0.2138244725501454,0.2860883107733819,-0.1711745084756216,0.575,5.654863712640457,0.7164411228029676,0.15,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2008419238395136,-0.2418370549331469,-0.3245019955295994,-0.4262382168093906,0.0170368577069996,-0.150769101254616,,,0.016279091723319983,0.8251646771755818
2026-07-14T14:16:36,catalog_v2,fast_dd_momentum,dev,next_open,5.0,1.0,"{""source"": ""run_ensembles"", ""tc_bps"": 5.0, ""leverage_cap"": 1.0, ""margin_bps_annual"": 600.0}",0.0166740290614555,0.0009109592552082,0.796084292665918,1.1255688783049418,-0.301683333429771,0.6343288599579991,0.1913664449628356,0.2638347392674178,-0.1687800906183889,0.525,6.1214760174433716,0.6968789080785767,0.15,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2269945961198705,-0.2805128622037275,-0.2379490420059832,-0.3005652521649069,-0.0075253633547813,-0.1507691012546163,,,0.014698722646162343,0.8150265065764587
2026-07-14T14:16:47,catalog_v2,acceleration_momentum,dev,next_open,5.0,2.0,"{""n_long"": 30, ""source"": ""run_v5"", ""tc_bps"": 5.0, ""leverage_cap"": 2.0, ""margin_bps_annual"": 600.0}",0.0164091422614005,0.015571559650791,0.9292772629261776,1.2810568692084685,-0.4314037115393458,0.439730551491224,0.1897013919905574,0.2112725675669342,-0.1803722794772434,0.625,14.854320987654337,0.826572604350382,0.15,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.0989605650815188,-0.1398181961761602,-0.3131147181386661,-0.4314037115393458,-0.0064289078945098,-0.1333452217408726,,,0.01458046835415061,0.7383258392109937
2026-07-14T14:16:38,catalog_v2,xs_momentum_multi,dev,next_open,5.0,1.0,"{""n_long"": 30, ""source"": ""run_v2"", ""tc_bps"": 5.0, ""leverage_cap"": 1.0, ""margin_bps_annual"": 600.0}",0.016938204123668,0.0076820660407808,0.7641848441467128,1.0501983349010942,-0.3466925581108949,0.5356958901847421,0.1857217785376412,0.2715453726960555,-0.2018254073057838,0.525,13.116049382716058,0.826572604350382,0.15,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2410985456043491,-0.2927830776261272,-0.245474606255079,-0.3418653309925413,-0.0167465242388228,-0.3039531662697776,,,0.014297215089179582,0.7974121535235725
2026-07-14T14:16:32,catalog_v2,mean_reversion_5d,dev,next_open,5.0,1.0,"{""n_long"": 30, ""source"": ""run_all"", ""tc_bps"": 5.0, ""leverage_cap"": 1.0, ""margin_bps_annual"": 600.0}",0.0187402285019894,0.0221260405491293,0.6504570026886468,0.9619512915963806,-0.6502728568123506,0.2833109496822947,0.1842294206161259,0.3589177186306097,-0.2802526605301539,0.6375,89.50123456790135,0.9847148736037624,0.15,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.0616085172671914,-0.2192239210642117,-0.2987862869413522,-0.625184139490353,-0.1780750513195083,-0.3680191793597573,,,0.014190770193044377,0.635248396934949
2026-07-14T14:16:40,catalog_v2,xs_momentum_fast,dev,next_open,5.0,1.5,"{""n_long"": 20, ""source"": ""run_v3"", ""tc_bps"": 5.0, ""leverage_cap"": 1.5, ""margin_bps_annual"": 600.0}",0.0179980745550437,0.0078030414379324,0.709983332163513,0.9856185995736964,-0.4049980125657222,0.4498645017458529,0.1821942291309393,0.2992960961571443,-0.2046062533966953,0.55,29.73333333333333,0.9465020576131687,0.16,"catalog_v2 correction exception (exp_rescore precedent): fixed settings, not a search",600.0,-0.2352590221007959,-0.2508294404673186,-0.3398749641886002,-0.3830090686400005,-0.2889182192188446,-0.3427904957777123,,,0.01404540843544777,0.8453241648567571
