name,geo_monthly,mean_monthly,sharpe,max_drawdown,calmar,dsr_dev,gate_dsr,gate_calmar,gate_geo,gate_all
breadth_above200_p10_m0.5,0.029278435445713846,0.0363998827608488,0.984159604159189,-0.4763724578312481,0.8686925210816699,0.7597995826242134,False,True,False,False
breadth_ad63_p10_m0.3,0.02887597174995049,0.0368129201608858,0.969602372599422,-0.4876422946122744,0.8350414518044266,0.7479023802999275,False,True,False,False
breadth_above200_p20_m0.5,0.027017756669507564,0.0330247707500844,0.9524661110177044,-0.4540867400475488,0.8302482478221322,0.7335078713582708,False,True,False,False
breadth_ad63_p10_m0.5,0.030242173007769102,0.0385601726214658,0.98821865882193,-0.5182347186000469,0.8293322821234179,0.7630613941660804,False,True,True,False
breadth_above200_p10_m0.3,0.027371789047612616,0.0339526871864273,0.956030590891489,-0.4727380525279003,0.809563952114252,0.7365360232921555,False,False,False,False
breadth_ad63_p20_m0.5,0.02688301067085841,0.0340074751778059,0.935235416511134,-0.4978318307185497,0.752941624557878,0.7186252338553886,False,False,False,False
breadth_above200_p20_m0.3,0.02387102873583724,0.0290768621843811,0.8957938801716928,-0.4398013512875839,0.7440186680228039,0.683120675335942,False,False,False,False
breadth_ad63_p20_m0.3,0.023872153631654847,0.0304735339193806,0.8787225710936057,-0.5334228458256448,0.6134681263924845,0.6671844995000242,False,False,False,False
