cand,tc,mean_monthly,sharpe,max_drawdown,calmar,turnover_ann,avg_gross,ep_2018Q4_dd,ep_covid_dd,ep_2022_dd,ep_2022_ret,tier_events
ASM_Bst_BTF1,5.0,0.04275800771937887,1.2510292691617735,-0.4174489575224266,1.2337761796112492,20.839147757262182,1.4144841253676135,-0.3938494153230997,-0.20376723456706514,-0.31873388251080104,-0.13881677861719743,"{""tier1"": 14, ""tier2"": 0, ""tier3"": 0}"
ASM_Bst_BTF1_tc10,10.0,0.0418619712265214,1.2242788077956135,-0.4205369951249066,1.1872113140982827,20.839147757262182,1.4144841253676135,-0.39706255144639435,-0.20461238784717695,-0.3234710810393495,-0.15046240842430525,"{""tier1"": 14, ""tier2"": 0, ""tier3"": 0}"
ASM_Bst_BTF1_tc20,20.0,0.04007199494778309,1.1707306243348832,-0.42666645751856314,1.0973250695290737,20.839147757262182,1.4144841253676135,-0.40344032256473006,-0.20630090803436008,-0.33285203362326277,-0.1732977922908009,"{""tier1"": 14, ""tier2"": 0, ""tier3"": 0}"
