name,geo_monthly,mean_monthly,sharpe,max_drawdown,calmar,avg_gross,dsr_dev,gate_dsr,gate_calmar,gate_geo,gate_all
cov_dual35_2x,0.03131419368044441,0.0412490041857642,0.9601870282891036,-0.6032436999238027,0.7422283046864554,1.61261386738892,0.742366408756403,False,False,True,False
cov_dual30_2x,0.0310120748419509,0.0407420993980027,0.9565756286873291,-0.6032436999238027,0.7338052894715503,1.6027063556986798,0.7393332416360927,False,False,True,False
cov_dual20_2x,0.029681127954205078,0.0384840718402255,0.9439911685219404,-0.5822343575049564,0.7221716978703675,1.5484303067519791,0.7286215917715386,False,False,True,False
cov_dual25_2x,0.030225949998551993,0.0395842071070184,0.9448909853065954,-0.6032436999238028,0.7120151114144484,1.5827162597545277,0.7293947377480808,False,False,True,False
cov_bookvt35_2x,0.023153225871778593,0.0280005520087095,0.9128902335405378,-0.5393399397968586,0.5860825231823672,1.210881370937318,0.7012406583092732,False,False,False,False
cov_bookvt30_2x,0.020887002331070548,0.0245639835467285,0.910026459570915,-0.4981041067859415,0.5652227802300076,1.0697304662404292,0.6986573622924701,False,False,False,False
cov_bookvt20_2x,0.015760031499277405,0.0174727247145317,0.9437333839977118,-0.367386368907487,0.5618223332618532,0.732977816633535,0.7283998934065595,False,False,False,False
cov_bookvt25_2x,0.018332096343367965,0.0209490678548246,0.9166441467992216,-0.4416496601971571,0.5515196151080182,0.903876591779573,0.7046115360648088,False,False,False,False
