name,window,geo_monthly,mean_monthly,sharpe,max_drawdown,cagr,ann_vol,calmar,worst_month,n_days,dsr,nw_t_vs_champion,nw_t_vs_spy,gap_geo_vs_champion_full_pub,gap_geo_vs_champion_2019on
wf_process_2x,2019on,0.03397651546645153,0.04195304093360152,1.0312740469152288,-0.577278306767842,0.49323478316015024,0.5259598956462638,0.8544142008760938,-0.2593573732560802,1819,0.8002689995351379,-2.095754944707577,3.0187984856969643,-0.0028234845335484704,-0.010400089213259855
wf_process_1.5x,2019on,0.02906449852420523,0.033335624242202495,1.0624293662496591,-0.463968878674051,0.41029884399601513,0.4008822185385342,0.8843240632186015,-0.1968059760766223,1819,0.8228071239481021,-2.8786968605820435,2.9874185108160063,-0.00773550147579477,-0.015312106155506156
wf_process_1x,2019on,0.022326872456710722,0.023993730984831336,1.1285941128951773,-0.3296547031999191,0.30339880814814624,0.2672546554116006,0.9203533430680346,-0.13177728768840746,1819,0.8650892212888144,-3.204559720696398,2.622076181095932,-0.014473127543289277,-0.022049732223000662
champion_2019on,2019on,0.044376604679711384,0.05557466692734925,1.1531419011403654,-0.6032436999238026,0.683781037902502,0.6255547875993361,1.1335071348260617,-0.30578074508443465,1819,,,,,
champion_full,full,0.03681528198685324,0.048026519677106014,1.0564821513903304,-0.6032436999238027,0.5431803248276099,0.5652689121100757,0.9004326525021653,-0.3388696337124123,2512,,,,,
spy_2019on,2019on,0.01204456501557094,0.012389458806735478,0.8329555949108935,-0.3371727297052124,0.15450453471832049,0.19605284181232063,0.4582355603117804,-0.12487107862023084,1819,,,,,
